9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
9999999,2,10,2,5,124,142,126,142,465,465,264,264,266,214,227,217,227,452,452,227,227,431,431,447,449,447,264,267,270,307,309,317,317,129,131,297,301,191,191
9999999,10,2,10,5,132,150,134,150,473,473,272,272,274,222,235,225,235,460,460,235,235,439,439,455,457,455,272,275,278,315,317,325,325,137,139,305,309,199,199
9999999,2,10,2,5,124,142,126,142,465,465,264,264,266,214,227,217,227,452,452,227,227,431,431,447,449,447,264,267,270,307,309,317,317,129,131,297,301,191,191
9999999,5,5,5,2,127,145,129,145,468,468,267,267,269,217,230,220,230,455,455,230,230,434,434,450,452,450,267,270,273,310,312,320,320,132,134,300,304,194,194
9999999,124,132,124,127,2,20,4,20,345,345,185,185,187,94,107,97,107,332,332,107,107,311,311,327,329,327,144,147,150,187,189,197,197,139,141,177,181,71,71
9999999,142,150,142,145,20,2,24,2,363,363,203,203,205,112,125,115,125,350,350,125,125,329,329,345,347,345,162,165,168,205,207,215,215,157,159,195,199,89,89
9999999,126,134,126,129,4,24,2,24,347,347,187,187,189,96,109,99,109,334,334,109,109,313,313,329,331,329,146,149,152,189,191,199,199,141,143,179,183,73,73
9999999,142,150,142,145,20,2,24,2,363,363,203,203,205,112,125,115,125,350,350,125,125,329,329,345,347,345,162,165,168,205,207,215,215,157,159,195,199,89,89
9999999,465,473,465,468,345,363,347,363,8,8,346,346,348,255,268,258,268,63,63,280,280,42,42,58,60,58,205,208,211,369,369,330,330,410,412,350,354,282,282
9999999,465,473,465,468,345,363,347,363,8,2,346,346,348,255,268,258,268,63,63,280,280,42,42,58,60,58,205,208,211,369,369,330,330,410,412,350,354,282,282
9999999,264,272,264,267,185,203,187,203,346,346,3,3,5,95,108,98,108,333,333,80,80,312,312,328,330,328,145,148,151,115,115,125,125,135,137,95,99,116,116
9999999,264,272,264,267,185,203,187,203,346,346,3,2,5,95,108,98,108,333,333,80,80,312,312,328,330,328,145,148,151,115,115,125,125,135,137,95,99,116,116
9999999,266,274,266,269,187,205,189,205,348,348,5,5,2,97,110,100,110,335,335,82,82,314,314,330,332,330,147,150,153,117,117,127,127,137,139,97,101,118,118
9999999,214,222,214,217,94,112,96,112,255,255,95,95,97,2,15,5,15,242,242,29,29,221,221,237,239,237,54,57,60,124,124,139,139,159,161,99,103,31,31
9999999,227,235,227,230,107,125,109,125,268,268,108,108,110,15,2,19,8,255,255,42,42,234,234,250,252,250,67,70,73,137,137,152,152,172,174,112,116,44,44
9999999,217,225,217,220,97,115,99,115,258,258,98,98,100,5,19,0,19,245,245,32,32,224,224,240,242,240,57,60,63,127,127,142,142,162,164,102,106,34,34
9999999,227,235,227,230,107,125,109,125,268,268,108,108,110,15,8,19,2,255,255,42,42,234,234,250,252,250,67,70,73,137,137,152,152,172,174,112,116,44,44
9999999,452,460,452,455,332,350,334,350,63,63,333,333,335,242,255,245,255,5,5,267,267,29,29,20,17,20,192,195,198,330,330,291,291,397,399,335,339,269,269
9999999,452,460,452,455,332,350,334,350,63,63,333,333,335,242,255,245,255,5,2,267,267,29,29,20,17,20,192,195,198,330,330,291,291,397,399,335,339,269,269
9999999,227,235,227,230,107,125,109,125,280,280,80,80,82,29,42,32,42,267,267,2,2,246,246,262,264,262,79,82,85,99,99,114,114,144,146,74,78,36,36
9999999,227,235,227,230,107,125,109,125,280,280,80,80,82,29,42,32,42,267,267,2,2,246,246,262,264,262,79,82,85,99,99,114,114,144,146,74,78,36,36
9999999,431,439,431,434,311,329,313,329,42,42,312,312,314,221,234,224,234,29,29,246,246,4,4,24,26,24,171,174,177,335,335,296,296,376,378,316,320,248,248
9999999,431,439,431,434,311,329,313,329,42,42,312,312,314,221,234,224,234,29,29,246,246,4,2,24,26,24,171,174,177,335,335,296,296,376,378,316,320,248,248
9999999,447,455,447,450,327,345,329,345,58,58,328,328,330,237,250,240,250,20,20,262,262,24,24,5,12,5,187,190,193,311,311,272,272,392,394,316,320,264,264
9999999,449,457,449,452,329,347,331,347,60,60,330,330,332,239,252,242,252,17,17,264,264,26,26,12,2,12,189,192,195,313,313,274,274,394,396,318,322,266,266
9999999,447,455,447,450,327,345,329,345,58,58,328,328,330,237,250,240,250,20,20,262,262,24,24,5,12,2,187,190,193,311,311,272,272,392,394,316,320,264,264
9999999,264,272,264,267,144,162,146,162,205,205,145,145,147,54,67,57,67,192,192,79,79,171,171,187,189,187,2,5,8,174,174,189,189,209,211,149,153,81,81
9999999,267,275,267,270,147,165,149,165,208,208,148,148,150,57,70,60,70,195,195,82,82,174,174,190,192,190,5,2,13,177,177,192,192,212,214,152,156,84,84
9999999,270,278,270,273,150,168,152,168,211,211,151,151,153,60,73,63,73,198,198,85,85,177,177,193,195,193,8,13,2,180,180,195,195,215,217,155,159,87,87
9999999,307,315,307,310,187,205,189,205,369,369,115,115,117,124,137,127,137,330,330,99,99,335,335,311,313,311,174,177,180,2,2,39,39,239,241,29,33,116,116
9999999,309,317,309,312,189,207,191,207,369,369,115,115,117,124,137,127,137,330,330,99,99,335,335,311,313,311,174,177,180,2,2,39,39,241,243,29,33,118,118
9999999,317,325,317,320,197,215,199,215,330,330,125,125,127,139,152,142,152,291,291,114,114,296,296,272,274,272,189,192,195,39,39,2,2,249,251,44,48,126,126
9999999,317,325,317,320,197,215,199,215,330,330,125,125,127,139,152,142,152,291,291,114,114,296,296,272,274,272,189,192,195,39,39,2,2,249,251,44,48,126,126
9999999,129,137,129,132,139,157,141,157,410,410,135,135,137,159,172,162,172,397,397,144,144,376,376,392,394,392,209,212,215,239,241,249,249,2,4,214,218,136,136
9999999,131,139,131,134,141,159,143,159,412,412,137,137,139,161,174,164,174,399,399,146,146,378,378,394,396,394,211,214,217,241,243,251,251,4,2,216,220,138,138
9999999,297,305,297,300,177,195,179,195,350,350,95,95,97,99,112,102,112,335,335,74,74,316,316,316,318,316,149,152,155,29,29,44,44,214,216,2,6,106,106
9999999,301,309,301,304,181,199,183,199,354,354,99,99,101,103,116,106,116,339,339,78,78,320,320,320,322,320,153,156,159,33,33,48,48,218,220,6,2,110,110
9999999,191,199,191,194,71,89,73,89,282,282,116,116,118,31,44,34,44,269,269,36,36,248,248,264,266,264,81,84,87,116,118,126,126,136,138,106,110,4,4
9999999,191,199,191,194,71,89,73,89,282,282,116,116,118,31,44,34,44,269,269,36,36,248,248,264,266,264,81,84,87,116,118,126,126,136,138,106,110,4,2
