RNG,06:35,06:50,ARp,AR,3,3,MG,316,2,190
RNG_F_V_IRG_TAF,07:02,08:17,AR,ARp,3,3,MG,3311,2,191
HOLD,08:35,08:38,ARp,ARp,3,3,MF,3326,2,192
RNG,08:38,08:53,ARp,AR,3,3,MF,3326,2,193
RNG_TAF,09:05,09:40,AR,ARp,3,3,MG,321,2,194
RNG,11:02,11:22,AR,ARp,3,3,MG,3327,2,195
HOLD,11:22,11:38,ARp,ARp,3,3,MG,3338,2,196
RNG,11:38,11:53,ARp,AR,3,3,MG,3338,2,197
KLG,06:08,06:38,ARp,ARp,3,3,MG,3318,2,198
RNG,06:38,06:53,ARp,AR,3,3,MG,3318,2,199
PIL_TOG,06:53,08:08,AR,FA,3,3,MG,3318,0,200
PIL_TOG,08:08,09:18,FA,ES,3,3,MG,3318,0,201
HOLD_PIL_TOG,10:18,11:46,ES,FA,3,3,MG,3335,0,202
PIL_TOG,11:46,13:02,FA,AR,3,3,MG,3335,0,203
PIL_TOG_TOG_PIL_TOG,05:50,08:34,AR,KH,3,3,MG,312,0,204
PIL_TOG,06:44,08:06,AR,AB,3,3,MF,11,0,205
PIL_TOG_HOLD_PIL_TOG,08:06,08:37,AB,AB,3,3,MF,11_30,0,206
HOLD_PIL_TOG,08:37,10:08,AB,AR,3,3,MF,30,0,207
HOLD_PIL_TOG,11:38,12:45,AR,FA,3,3,MF,134,0,208
RNG_TAF,12:45,13:10,FA,FAp,3,3,MF,134,4,209
KLG,13:43,13:58,FAp,FAp,3,3,MF,147,4,210
RNG,13:58,14:08,FAp,FA,3,3,MF,147,4,211
PIL_TOG,14:08,15:12,FA,AR,3,3,MF,147,0,212
PIL_TOG_TOG_PIL_TOG,06:50,09:34,AR,KH,3,3,MG,316,0,213
PERN_TOG,07:08,08:17,AR,FA,3,3,MF,18,0,214
HOLD_PIL_TOG,09:06,10:12,FA,AR,3,3,MF,125,0,215
HOLD_PIL_TOG,11:12,12:51,AR,AB,3,3,MG,131,0,216
RNG,12:51,13:11,AB,ABp,3,3,MG,131,1,217
PIL_TOG,07:23,08:38,AR,FA,3,3,MF,2920,0,218
PIL_TOG,09:46,11:02,FA,AR,3,3,MG,3327,0,219
RNG,13:02,13:22,AR,ARp,3,3,MG,3335,2,220
HOLD,13:22,13:38,ARp,ARp,3,3,MG,3346,2,221
RNG,13:38,13:53,ARp,AR,3,3,MG,3346,2,222
PIL_TOG,13:53,15:08,AR,FA,3,3,MG,3346,0,223
PERN_RNG_V_IRG_TAF,07:38,08:35,AR,ARp,3,3,MF,118,2,224
HOLD_PIL_TOG,09:08,10:17,AR,FA,3,3,MF,26,0,225
HOLD,10:17,10:18,FA,FA,3,3,MF,26,0,226
PIL_TOG,10:38,11:42,FA,AR,3,3,MF,31,0,227
HOLD_PIL_TOG,12:38,13:45,AR,FA,3,3,MF,140,0,228
HOLD,13:45,13:48,FA,FA,3,3,MF,140,0,229
PERN_RNG,15:12,15:35,AR,ARp,3,3,MF,147,2,230
HOLD_PIL_TOG,07:38,08:45,AR,FA,3,3,MF,118,0,231
RNG_V_IRG_TAF,08:45,09:35,FA,FAp,3,3,MF,118,4,232
RNG,09:58,10:08,FAp,FA,3,3,MG,131,4,233
PIL_TOG,10:08,11:12,FA,AR,3,3,MG,131,0,234
HOLD_PIL_TOG,12:12,13:51,AR,AB,3,3,MF,133,0,235
HOLD_PIL_TOG,14:37,16:08,AB,AR,3,3,MF,54,0,236
HOLD_PIL,16:08,16:15,AR,AR,3,3,MF,54,0,237
PERN_RNG,09:06,09:23,FA,FAp,3,3,ER,125,4,238
HOLD,09:23,09:38,FAp,FAp,3,3,ER,124,4,239
RNG,09:38,09:48,FAp,FA,3,3,ER,124,4,240
TAF,10:21,10:31,FAp,FAp,3,3,ER,129,4,241
RNG,12:06,12:21,FA,FAp,3,3,ER,137,4,242
HOLD,12:21,12:38,FAp,FAp,3,3,ER,136,4,243
PERN_RNG,13:06,13:23,FA,FAp,3,3,ER,141,4,244
HOLD,13:23,13:38,FAp,FAp,3,3,ER,140,4,245
RNG,13:38,13:48,FAp,FA,3,3,ER,140,4,246
RNG,14:06,14:21,FA,FAp,3,3,ER,145,4,247
HOLD,14:21,14:38,FAp,FAp,3,3,ER,144,4,248
KLG,09:04,09:19,ARp,ARp,3,3,MF,383,2,249
RNG,09:19,09:34,ARp,AR,3,3,MF,383,2,250
PIL_TOG,09:53,11:08,AR,FA,3,3,MG,3330,0,251
PIL_TOG,13:08,14:18,FA,ES,3,3,MG,3338,0,252
HOLD_PIL_TOG,14:18,15:46,ES,FA,3,3,MG,3351,0,253
PIL_TOG,15:46,17:02,FA,AR,3,3,MG,3351,0,254
PIL_TOG,11:08,12:18,FA,ES,3,3,MG,3330,0,255
HOLD_PIL_TOG,13:18,14:46,ES,FA,3,3,MF,3347,0,256
PIL_TOG,14:46,16:02,FA,AR,3,3,MF,3347,0,257
RNG,16:02,16:22,AR,ARp,3,3,MF,3347,2,258
HOLD,16:22,16:23,ARp,ARp,3,3,MF,156,2,259
RNG,16:23,16:38,ARp,AR,3,3,MF,156,2,260
HOLD_PIL_TOG,10:42,12:06,AR,AB,3,3,MF,27,0,261
PIL_TOG_HOLD_PIL_TOG,12:06,12:37,AB,AB,3,3,MF,27_46,0,262
HOLD_PIL_TOG,12:37,14:08,AB,AR,3,3,MF,46,0,263
KLG,15:38,15:53,ARp,ARp,3,3,MF,54,2,264
RNG,15:53,16:08,ARp,AR,3,3,MF,54,2,265
PERN_TOG,16:08,17:17,AR,FA,3,3,MF,54,0,266
HOLD,17:17,17:18,FA,FA,3,3,MF,54,0,267
PIL_TOG,17:38,18:42,FA,AR,3,3,MF,59,0,268
PERN_RNG_TAF,18:42,19:15,AR,ARp,3,3,MF,59,2,269
PIL_TOG,11:53,13:08,AR,FA,3,3,MG,3338,0,270
RNG,15:38,15:53,FA,FAp,3,3,MF,2948,4,271
RNG_TAF,16:36,17:01,FA,FAp,3,3,MG,2952,4,272
PERN_TOG,12:08,13:17,AR,FA,3,3,MF,38,0,273
HOLD,13:17,13:18,FA,FA,3,3,MF,38,0,274
PIL_TOG,13:38,14:42,FA,AR,3,3,MF,43,0,275
HOLD_PIL_TOG,14:42,16:06,AR,AB,3,3,MF,43,0,276
PIL_TOG_HOLD_PIL_TOG,16:06,16:37,AB,AB,3,3,MF,43_62,0,277
RNG,17:51,18:11,AB,ABp,3,3,MF,149,1,278
HOLD,18:11,18:45,ABp,ABp,3,3,MF,472,1,279
RNG,18:45,19:00,ABp,AB,3,3,MF,472,1,280
PIL_TOG,19:00,20:38,AB,AR,3,3,MF,472,0,281
HOLD_PIL_TOG,14:14,15:20,FA,AR,3,3,MF,386,0,282
RNG,15:20,15:40,AR,ARp,3,3,MF,386,2,283
F_V,15:40,16:15,ARp,ARp,3,3,MF,386,2,284
KLG,12:55,13:35,ARp,ARp,3,3,MG,344,2,285
RNG,13:35,13:50,ARp,AR,3,3,MG,344,2,286
RNG,15:05,15:25,AR,ARp,3,3,MG,345,2,287
HOLD,15:25,15:38,ARp,ARp,3,3,MG,3354,2,288
RNG,15:38,15:53,ARp,AR,3,3,MG,3354,2,289
RNG_F_IRG_TAF,17:02,18:02,AR,ARp,3,3,MG,3351,2,290
RNG_TAF,19:05,19:40,AR,ARp,3,3,MG,361,2,291
KLG,13:04,13:19,ARp,ARp,3,3,MF,385,2,292
RNG,13:19,13:34,ARp,AR,3,3,MF,385,2,293
PIL_TOG,13:34,14:40,AR,FA,3,3,MF,385,0,294
PIL_TOG,14:40,15:42,FA,TE,3,3,MF,385,0,295
PIL_TOG,15:42,15:53,TE,PA,3,3,MF,385,0,296
HOLD_PIL_TOG,17:00,17:14,PA,TE,3,3,MF,384,0,297
PIL_TOG,17:14,18:14,TE,FA,3,3,MF,384,0,298
HOLD_PIL_TOG,18:14,19:20,FA,AR,3,3,MF,384,0,299
PERN_RNG_VENT_V_IRG_TAF,19:42,20:52,AR,ARp,3,3,MF,63,2,300
PIL_TOG,12:53,14:08,AR,FA,3,3,MG,3342,0,301
PIL_TOG,14:08,15:18,FA,ES,3,3,MG,3342,0,302
HOLD_PIL_TOG,15:18,16:46,ES,FA,3,3,MG,3355,0,303
RNG_TAF,17:38,18:03,FA,FAp,3,3,MF,2956,4,304
PIL_TOG,19:46,21:02,FA,AR,3,3,MG,3367,0,305
RNG,21:02,21:22,AR,ARp,3,3,MG,3367,2,306
PERN_TOG,13:08,14:17,AR,FA,3,3,MF,42,0,307
PIL_TOG,14:38,15:42,FA,AR,3,3,MF,47,0,308
HOLD_PIL_TOG,15:42,17:06,AR,AB,3,3,MF,47,0,309
TAF,18:11,18:21,ABp,ABp,3,3,MF,149,1,310
PIL_TOG_HOLD_PIL_TOG,19:06,19:37,AB,AB,3,3,MF,55_74,0,311
HOLD_PIL_TOG,19:37,21:08,AB,AR,3,3,MF,74,0,312
HOLD_PIL_TOG,13:12,14:51,AR,AB,3,3,MF,139,0,313
PIL_TOG_HOLD_PIL_TOG,15:06,15:37,AB,AB,3,3,MF,39_58,0,314
HOLD,15:37,15:45,AB,AB,3,3,MF,58,0,315
PIL_TOG_HOLD_PIL_TOG,17:06,17:37,AB,AB,3,3,MF,47_66,0,316
HOLD_PIL_TOG,17:37,19:08,AB,AR,3,3,MF,66,0,317
HOLD_PIL_TOG,19:08,20:17,AR,FA,3,3,MF,66,0,318
HOLD,20:17,20:18,FA,FA,3,3,MF,66,0,319
PIL_TOG,20:38,21:42,FA,AR,3,3,MF,71,0,320
HOLD_PIL_TOG,15:06,16:12,FA,AR,3,3,MF,149,0,321
HOLD_PIL_TOG,16:12,17:51,AR,AB,3,3,MF,149,0,322
HOLD_PIL_TOG,18:37,20:08,AB,AR,3,3,MF,70,0,323
HOLD_PIL_TOG,20:08,21:17,AR,FA,3,3,MF,70,0,324
HOLD,21:17,21:18,FA,FA,3,3,MF,70,0,325
PIL_TOG,21:38,21:56,FA,VJ,3,3,MF,75,0,326
PIL_TOG,21:56,22:42,VJ,AR,3,3,MF,75,0,327
HOLD,15:53,15:58,FAp,FAp,3,3,MF,155,4,328
RNG,15:58,16:08,FAp,FA,3,3,MF,155,4,329
HOLD_PIL_TOG,17:06,18:12,FA,AR,3,3,MF,157,0,330
HOLD_PIL_TOG,19:38,20:45,AR,FA,3,3,MF,168,0,331
PERN_RNG,21:06,21:23,FA,FAp,3,3,MF,173,4,332
HOLD_PIL_TOG,22:06,23:19,FA,AR,3,3,MF,177,0,333
PERN_RNG,14:42,14:52,AR,ARp,3,3,MF,43,2,334
HOLD,14:52,15:06,ARp,ARp,3,3,MF,50,2,335
RNG,15:06,15:08,ARp,AR,3,3,MF,50,2,336
PERN_TOG,15:08,16:17,AR,FA,3,3,MF,50,0,337
PIL_TOG,16:38,17:42,FA,AR,3,3,MF,55,0,338
PERN_RNG_TAF,17:42,18:15,AR,ARp,3,3,MF,55,2,339
HOLD_PIL_TOG,19:42,21:06,AR,AB,3,3,MF,63,0,340
PIL_TOG_HOLD_PIL_TOG,21:06,22:01,AB,AB,3,3,MF,63_184,0,341
PIL_TOG,22:01,23:38,AB,AR,3,3,MF,184,0,342
KLG,15:05,15:35,ARp,ARp,3,3,MG,352,2,343
RNG,15:35,15:50,ARp,AR,3,3,MG,352,2,344
RNG_TAF,17:05,17:40,AR,ARp,3,3,MG,353,2,345
RNG_VENT_F_V_IRG_TAF,19:20,20:37,AR,ARp,3,3,MF,384,2,346
RNG_V_IRG_TAF,21:42,22:37,AR,ARp,3,3,MF,71,2,347
PIL_TOG,14:53,16:08,AR,FA,3,3,MG,3350,0,348
PIL_TOG,16:08,17:18,FA,ES,3,3,MG,3350,0,349
HOLD_PIL_TOG,19:18,20:46,ES,FA,3,3,MG,3371,0,350
HOLD,21:23,21:35,FAp,FAp,3,3,MF,3391,4,351
RNG,21:35,21:45,FAp,FA,3,3,MF,3391,4,352
PIL_TOG,21:45,23:02,FA,AR,3,3,MF,3391,0,353
RNG,23:02,23:22,AR,ARp,3,3,MF,3391,2,354
HOLD,23:22,23:25,ARp,ARp,3,3,MF,3386,2,355
RNG,23:25,23:40,ARp,AR,3,3,MF,3386,2,356
HOLD_PIL_TOG,15:38,16:45,AR,FA,3,3,MG,150,0,357
RNG_TAF,16:45,17:10,FA,FAp,3,3,MG,150,4,358
V,17:23,17:38,FAp,FAp,3,3,MF,157,4,359
HOLD,17:38,17:58,FAp,FAp,3,3,MF,163,4,360
RNG,17:58,18:08,FAp,FA,3,3,MF,163,4,361
PIL_TOG,18:40,19:42,FA,TE,3,3,MF,5765,0,362
PIL_TOG,21:14,22:14,TE,FA,3,3,MF,5764,0,363
RNG_TAF,22:14,22:39,FA,FAp,3,3,MF,5764,4,364
HOLD_PIL_TOG,23:06,00:12,FA,AR,3,4,MF,181,0,365
RNG,16:08,16:23,ARp,AR,3,3,MF,2956,2,366
PIL_TOG,16:23,17:38,AR,FA,3,3,MF,2956,0,367
PIL_TOG,18:08,19:18,FA,ES,3,3,MG,3358,0,368
HOLD_PIL_TOG,20:32,21:48,ES,FA,3,3,ER,3375,0,369
HOLD_PIL_TOG,22:38,00:02,FA,AR,3,4,MF,3395,0,370
PIL_TOG,15:53,17:08,AR,FA,3,3,MG,3354,0,371
PIL_TOG,17:08,18:18,FA,ES,3,3,MG,3354,0,372
HOLD_PIL_TOG,18:18,19:46,ES,FA,3,3,MG,3367,0,373
PIL_TOG,20:46,22:02,FA,AR,3,3,MG,3371,0,374
RNG_TAF,22:42,23:12,AR,ARp,3,3,MF,75,2,375
RNG,17:15,17:18,FAp,FA,3,3,ER,54,4,376
PIL_TOG,17:18,17:50,FA,OD,3,3,ERMF,54,0,377
PIL_TOG,18:07,18:38,OD,FA,3,3,MF,63,0,378
RNG_TAF,19:06,19:31,FA,FAp,3,3,ER,165,4,379
PERN_RNG_TAF,20:38,21:03,FA,FAp,3,3,MF,71,4,380
RNG,21:15,21:18,FAp,FA,3,3,ER,70,4,381
PIL_TOG,21:18,21:50,FA,OD,3,3,ERMF,70,0,382
PIL_TOG,22:33,23:06,OD,FA,3,3,MF,181,0,383
