Start time,End time,Start station,End station,Day,Endday,Train number
710,725,KH,KKn,3,3,2522
716,725,KK,KKn,3,3,2522
394,400,KK,KH,3,3,2523
770,776,KH,KK,3,3,2526
770,785,KH,KKn,3,3,2526
776,785,KK,KKn,3,3,2526
454,460,KK,KH,3,3,2527
830,836,KH,KK,3,3,2530
830,845,KH,KKn,3,3,2530
836,845,KK,KKn,3,3,2530
505,509,KKn,KK,3,3,2531
505,520,KKn,KH,3,3,2531
514,520,KK,KH,3,3,2531
890,896,KH,KK,3,3,2534
890,905,KH,KKn,3,3,2534
896,905,KK,KKn,3,3,2534
574,580,KK,KH,3,3,2535
950,956,KH,KK,3,3,2538
950,965,KH,KKn,3,3,2538
956,965,KK,KKn,3,3,2538
634,640,KK,KH,3,3,2539
1010,1016,KH,KK,3,3,2542
1010,1025,KH,KKn,3,3,2542
1016,1025,KK,KKn,3,3,2542
685,689,KKn,KK,3,3,2543
685,700,KKn,KH,3,3,2543
694,700,KK,KH,3,3,2543
1070,1076,KH,KK,3,3,2546
745,749,KKn,KK,3,3,2547
745,760,KKn,KH,3,3,2547
754,760,KK,KH,3,3,2547
1130,1136,KH,KK,3,3,2550
814,820,KK,KH,3,3,2551
1190,1196,KH,KK,3,3,2554
869,880,HGL,KH,3,3,2555
1250,1256,KH,KK,3,3,2558
934,940,KK,KH,3,3,2559
1310,1316,KH,KK,3,3,2562
985,989,KKn,KK,3,3,2563
985,1000,KKn,KH,3,3,2563
994,1000,KK,KH,3,3,2563
1045,1049,KKn,KK,3,3,2567
1045,1060,KKn,KH,3,3,2567
1054,1060,KK,KH,3,3,2567
1109,1120,HGL,KH,3,3,2571
1169,1180,HGL,KH,3,3,2575
1234,1240,KK,KH,3,3,2579
368,426,FA,OD,3,3,2710
340,390,OD,FA,3,3,2713
510,560,FA,OD,3,3,2720
465,514,OD,FA,3,3,2721
630,680,FA,OD,3,3,2728
580,630,OD,FA,3,3,2729
750,800,FA,OD,3,3,2736
700,754,OD,FA,3,3,2737
870,929,FA,OD,3,3,2744
823,873,OD,FA,3,3,2745
987,1049,FA,OD,3,3,2752
943,993,OD,FA,3,3,2753
1110,1160,FA,OD,3,3,2760
1063,1113,OD,FA,3,3,2761
1226,1280,FA,OD,3,3,2768
1180,1230,OD,FA,3,3,2769
1346,1400,FA,OD,3,3,2776
1300,1354,OD,FA,3,3,2777
1420,34,OD,FA,3,4,2785
380,452,FA,AR,3,3,2913
440,512,FA,AR,3,3,2917
448,518,AR,FA,3,3,2920
868,938,AR,FA,3,3,2948
920,992,FA,AR,3,3,2949
926,996,AR,FA,3,3,2952
980,1052,FA,AR,3,3,2953
988,1058,AR,FA,3,3,2956
313,378,FA,ES,3,3,3306
373,438,FA,ES,3,3,3310
350,422,FA,AR,3,3,3311
358,428,AR,FA,3,3,3314
358,498,AR,ES,3,3,3314
433,498,FA,ES,3,3,3314
341,406,ES,FA,3,3,3315
341,482,ES,AR,3,3,3315
410,482,FA,AR,3,3,3315
418,488,AR,FA,3,3,3318
418,558,AR,ES,3,3,3318
493,558,FA,ES,3,3,3318
401,466,ES,FA,3,3,3319
401,542,ES,AR,3,3,3319
470,542,FA,AR,3,3,3319
478,548,AR,FA,3,3,3322
478,618,AR,ES,3,3,3322
553,618,FA,ES,3,3,3322
461,526,ES,FA,3,3,3323
461,602,ES,AR,3,3,3323
530,602,FA,AR,3,3,3323
538,608,AR,FA,3,3,3326
538,678,AR,ES,3,3,3326
613,678,FA,ES,3,3,3326
521,586,ES,FA,3,3,3327
521,662,ES,AR,3,3,3327
590,662,FA,AR,3,3,3327
598,668,AR,FA,3,3,3330
598,738,AR,ES,3,3,3330
673,738,FA,ES,3,3,3330
581,646,ES,FA,3,3,3331
581,722,ES,AR,3,3,3331
650,722,FA,AR,3,3,3331
658,728,AR,FA,3,3,3334
658,798,AR,ES,3,3,3334
733,798,FA,ES,3,3,3334
641,706,ES,FA,3,3,3335
641,782,ES,AR,3,3,3335
710,782,FA,AR,3,3,3335
718,788,AR,FA,3,3,3338
718,858,AR,ES,3,3,3338
793,858,FA,ES,3,3,3338
701,766,ES,FA,3,3,3339
701,842,ES,AR,3,3,3339
770,842,FA,AR,3,3,3339
778,848,AR,FA,3,3,3342
778,918,AR,ES,3,3,3342
853,918,FA,ES,3,3,3342
761,826,ES,FA,3,3,3343
761,902,ES,AR,3,3,3343
830,902,FA,AR,3,3,3343
838,908,AR,FA,3,3,3346
838,978,AR,ES,3,3,3346
913,978,FA,ES,3,3,3346
821,886,ES,FA,3,3,3347
821,962,ES,AR,3,3,3347
890,962,FA,AR,3,3,3347
898,968,AR,FA,3,3,3350
898,1038,AR,ES,3,3,3350
973,1038,FA,ES,3,3,3350
881,946,ES,FA,3,3,3351
881,1022,ES,AR,3,3,3351
950,1022,FA,AR,3,3,3351
958,1028,AR,FA,3,3,3354
958,1098,AR,ES,3,3,3354
1033,1098,FA,ES,3,3,3354
941,1006,ES,FA,3,3,3355
941,1082,ES,AR,3,3,3355
1010,1082,FA,AR,3,3,3355
1018,1088,AR,FA,3,3,3358
1018,1158,AR,ES,3,3,3358
1093,1158,FA,ES,3,3,3358
1001,1066,ES,FA,3,3,3359
1001,1142,ES,AR,3,3,3359
1070,1142,FA,AR,3,3,3359
1078,1148,AR,FA,3,3,3362
1078,1218,AR,ES,3,3,3362
1153,1218,FA,ES,3,3,3362
1061,1126,ES,FA,3,3,3363
1061,1202,ES,AR,3,3,3363
1130,1202,FA,AR,3,3,3363
1138,1208,AR,FA,3,3,3366
1138,1278,AR,ES,3,3,3366
1213,1278,FA,ES,3,3,3366
1121,1186,ES,FA,3,3,3367
1121,1262,ES,AR,3,3,3367
1190,1262,FA,AR,3,3,3367
1198,1268,AR,FA,3,3,3370
1198,1338,AR,ES,3,3,3370
1273,1338,FA,ES,3,3,3370
1181,1246,ES,FA,3,3,3371
1181,1322,ES,AR,3,3,3371
1250,1322,FA,AR,3,3,3371
1258,1328,AR,FA,3,3,3372
1333,1398,FA,ES,3,3,3374
1241,1308,ES,FA,3,3,3375
1318,1388,AR,FA,3,3,3378
1301,1368,ES,FA,3,3,3379
1361,1428,ES,FA,3,3,3383
1425,56,AR,FA,3,4,3386
1421,48,ES,FA,3,4,3387
1403,28,FA,ES,3,4,3390
1310,1382,FA,AR,3,3,3391
1370,2,FA,AR,3,4,3395
1003,1007,KKn,KK,3,3,3565
1003,1018,KKn,KH,3,3,3565
1012,1018,KK,KH,3,3,3565
278,289,HGL,KH,3,3,4317
338,349,HGL,KH,3,3,4321
380,386,KH,KK,3,3,4500
380,395,KH,KKn,3,3,4500
386,395,KK,KKn,3,3,4500
440,446,KH,KK,3,3,4504
500,513,KH,HGL,3,3,4508
560,573,KH,HGL,3,3,4512
620,626,KH,KK,3,3,4516
304,310,KK,KH,3,3,4517
680,693,KH,HGL,3,3,4520
355,359,KKn,KK,3,3,4521
355,370,KKn,KH,3,3,4521
364,370,KK,KH,3,3,4521
740,753,KH,HGL,3,3,4524
415,419,KKn,KK,3,3,4525
415,430,KKn,KH,3,3,4525
424,430,KK,KH,3,3,4525
800,813,KH,HGL,3,3,4528
478,490,HGL,KH,3,3,4529
860,873,KH,HGL,3,3,4532
539,550,HGL,KH,3,3,4533
920,926,KH,KK,3,3,4536
920,935,KH,KKn,3,3,4536
926,935,KK,KKn,3,3,4536
599,610,HGL,KH,3,3,4537
980,986,KH,KK,3,3,4540
980,995,KH,KKn,3,3,4540
986,995,KK,KKn,3,3,4540
664,670,KK,KH,3,3,4541
1040,1053,KH,HGL,3,3,4544
719,730,HGL,KH,3,3,4545
1100,1113,KH,HGL,3,3,4548
784,790,KK,KH,3,3,4549
1160,1166,KH,KK,3,3,4552
839,850,HGL,KH,3,3,4553
1220,1226,KH,KK,3,3,4556
899,910,HGL,KH,3,3,4557
1280,1286,KH,KK,3,3,4560
964,970,KK,KH,3,3,4561
1024,1030,KK,KH,3,3,4565
1079,1090,HGL,KH,3,3,4569
1139,1150,HGL,KH,3,3,4573
330,376,FA,OD,3,3,4708
417,463,FA,OD,3,3,4714
447,493,FA,OD,3,3,4716
403,451,OD,FA,3,3,4717
436,481,OD,FA,3,3,4721
570,613,FA,OD,3,3,4724
528,570,OD,FA,3,3,4725
690,733,FA,OD,3,3,4732
648,690,OD,FA,3,3,4733
810,856,FA,OD,3,3,4740
768,810,OD,FA,3,3,4741
927,973,FA,OD,3,3,4748
885,930,OD,FA,3,3,4749
1050,1093,FA,OD,3,3,4756
1008,1050,OD,FA,3,3,4757
1170,1213,FA,OD,3,3,4764
1128,1170,OD,FA,3,3,4765
1290,1333,FA,OD,3,3,4772
1245,1290,OD,FA,3,3,4773
1365,1410,OD,FA,3,3,4781
426,434,PA,TE,3,3,5750
426,494,PA,FA,3,3,5750
426,554,PA,AR,3,3,5750
436,494,TE,FA,3,3,5750
436,554,TE,AR,3,3,5750
496,554,FA,AR,3,3,5750
285,342,FA,TE,3,3,5751
285,353,FA,PA,3,3,5751
344,353,TE,PA,3,3,5751
546,554,PA,TE,3,3,5752
546,614,PA,FA,3,3,5752
556,614,TE,FA,3,3,5752
339,400,AR,FA,3,3,5753
339,462,AR,TE,3,3,5753
339,473,AR,PA,3,3,5753
405,462,FA,TE,3,3,5753
405,473,FA,PA,3,3,5753
464,473,TE,PA,3,3,5753
666,674,PA,TE,3,3,5754
666,734,PA,FA,3,3,5754
676,734,TE,FA,3,3,5754
525,582,FA,TE,3,3,5755
525,593,FA,PA,3,3,5755
584,593,TE,PA,3,3,5755
906,914,PA,TE,3,3,5758
906,974,PA,FA,3,3,5758
916,974,TE,FA,3,3,5758
765,822,FA,TE,3,3,5759
765,833,FA,PA,3,3,5759
824,833,TE,PA,3,3,5759
1146,1154,PA,TE,3,3,5762
1146,1214,PA,FA,3,3,5762
1156,1214,TE,FA,3,3,5762
1005,1062,FA,TE,3,3,5763
1005,1073,FA,PA,3,3,5763
1064,1073,TE,PA,3,3,5763
1266,1274,PA,TE,3,3,5764
1266,1334,PA,FA,3,3,5764
1276,1334,TE,FA,3,3,5764
1059,1120,AR,FA,3,3,5765
1059,1182,AR,TE,3,3,5765
1059,1193,AR,PA,3,3,5765
1125,1182,FA,TE,3,3,5765
1125,1193,FA,PA,3,3,5765
1184,1193,TE,PA,3,3,5765
20,79,FA,AR,4,4,5766
1386,79,PA,AR,3,4,5766
1386,1394,PA,TE,3,3,5766
1386,14,PA,FA,3,4,5766
1396,79,TE,AR,3,4,5766
1396,14,TE,FA,3,4,5766
1245,1302,FA,TE,3,3,5767
1245,1313,FA,PA,3,3,5767
1304,1313,TE,PA,3,3,5767
161,185,CPHkak,KH,4,4,9300
75,98,KH,CPHkak,4,4,9301
582,603,CPHkak,KH,3,3,9316
582,615,CPHkak,HGL,3,3,9316
605,615,KH,HGL,3,3,9316
270,280,HGL,KH,4,4,9317
291,312,KH,CPHkak,3,3,9317
595,619,CPHkak,KH,3,3,9318
1161,1185,CPHkak,KH,3,3,9354
1175,1199,CPHkak,KH,3,3,9356
1175,1208,CPHkak,KK,3,3,9356
1202,1208,KH,KK,3,3,9356
1236,1257,CPHkak,KH,3,3,9362
1236,1272,CPHkak,HGL,3,3,9362
1262,1272,KH,HGL,3,3,9362
1257,1281,CPHkak,KH,3,3,9364
1257,1292,CPHkak,KK,3,3,9364
1286,1292,KH,KK,3,3,9364
1043,1066,KH,CPHkak,3,3,9367
1062,1085,KH,CPHkak,3,3,9369
1087,1093,KK,KH,3,3,9371
1087,1119,KK,CPHkak,3,3,9371
1096,1119,KH,CPHkak,3,3,9371
1281,1291,HGL,KH,3,3,9383
1281,1318,HGL,CPHkak,3,3,9383
1295,1318,KH,CPHkak,3,3,9383
198,222,CPHkak,KH,4,4,9386
224,234,KH,HGL,3,3,9386
