Start time,End time,Start station,End station,Day,Endday,Train number
560,651,AR,AB,3,3,123
425,518,AB,AR,3,3,124
425,585,AB,FA,3,3,124
425,623,AB,OD,3,3,124
425,715,AB,KH,3,3,124
425,732,AB,HGL,3,3,124
525,585,AR,FA,3,3,124
525,623,AR,OD,3,3,124
525,715,AR,KH,3,3,124
525,732,AR,HGL,3,3,124
593,623,FA,OD,3,3,124
593,715,FA,KH,3,3,124
593,732,FA,HGL,3,3,124
625,715,OD,KH,3,3,124
625,732,OD,HGL,3,3,124
719,732,KH,HGL,3,3,124
425,513,KH,OD,3,3,125
425,546,KH,FA,3,3,125
425,612,KH,AR,3,3,125
425,711,KH,AB,3,3,125
515,546,OD,FA,3,3,125
515,612,OD,AR,3,3,125
515,711,OD,AB,3,3,125
553,612,FA,AR,3,3,125
553,711,FA,AB,3,3,125
620,711,AR,AB,3,3,125
485,578,AB,AR,3,3,126
485,645,AB,FA,3,3,126
585,645,AR,FA,3,3,126
653,683,FA,OD,3,3,128
653,775,FA,KH,3,3,128
653,792,FA,HGL,3,3,128
685,775,OD,KH,3,3,128
685,792,OD,HGL,3,3,128
779,792,KH,HGL,3,3,128
485,573,KH,OD,3,3,129
485,606,KH,FA,3,3,129
575,606,OD,FA,3,3,129
613,672,FA,AR,3,3,131
613,771,FA,AB,3,3,131
680,771,AR,AB,3,3,131
545,638,AB,AR,3,3,132
545,689,AB,VJ,3,3,132
545,705,AB,FA,3,3,132
545,743,AB,OD,3,3,132
545,835,AB,KH,3,3,132
545,845,AB,KK,3,3,132
545,854,AB,KKn,3,3,132
645,689,AR,VJ,3,3,132
645,705,AR,FA,3,3,132
645,743,AR,OD,3,3,132
645,835,AR,KH,3,3,132
645,845,AR,KK,3,3,132
645,854,AR,KKn,3,3,132
691,705,VJ,FA,3,3,132
691,743,VJ,OD,3,3,132
691,835,VJ,KH,3,3,132
691,845,VJ,KK,3,3,132
691,854,VJ,KKn,3,3,132
713,743,FA,OD,3,3,132
713,835,FA,KH,3,3,132
713,845,FA,KK,3,3,132
713,854,FA,KKn,3,3,132
745,835,OD,KH,3,3,132
745,845,OD,KK,3,3,132
745,854,OD,KKn,3,3,132
839,845,KH,KK,3,3,132
839,854,KH,KKn,3,3,132
845,854,KK,KKn,3,3,132
523,527,KKn,KK,3,3,133
523,538,KKn,KH,3,3,133
523,633,KKn,OD,3,3,133
523,666,KKn,FA,3,3,133
523,732,KKn,AR,3,3,133
523,831,KKn,AB,3,3,133
532,538,KK,KH,3,3,133
532,633,KK,OD,3,3,133
532,666,KK,FA,3,3,133
532,732,KK,AR,3,3,133
532,831,KK,AB,3,3,133
545,633,KH,OD,3,3,133
545,666,KH,FA,3,3,133
545,732,KH,AR,3,3,133
545,831,KH,AB,3,3,133
635,666,OD,FA,3,3,133
635,732,OD,AR,3,3,133
635,831,OD,AB,3,3,133
673,732,FA,AR,3,3,133
673,831,FA,AB,3,3,133
740,831,AR,AB,3,3,133
605,698,AB,AR,3,3,134
605,765,AB,FA,3,3,134
705,765,AR,FA,3,3,134
773,803,FA,OD,3,3,136
773,895,FA,KH,3,3,136
773,912,FA,HGL,3,3,136
805,895,OD,KH,3,3,136
805,912,OD,HGL,3,3,136
899,912,KH,HGL,3,3,136
584,598,HGL,KH,3,3,137
584,693,HGL,OD,3,3,137
584,726,HGL,FA,3,3,137
605,693,KH,OD,3,3,137
605,726,KH,FA,3,3,137
695,726,OD,FA,3,3,137
733,792,FA,AR,3,3,139
733,891,FA,AB,3,3,139
800,891,AR,AB,3,3,139
665,758,AB,AR,3,3,140
665,825,AB,FA,3,3,140
665,863,AB,OD,3,3,140
665,955,AB,KH,3,3,140
765,825,AR,FA,3,3,140
765,863,AR,OD,3,3,140
765,955,AR,KH,3,3,140
833,863,FA,OD,3,3,140
833,955,FA,KH,3,3,140
865,955,OD,KH,3,3,140
665,753,KH,OD,3,3,141
665,786,KH,FA,3,3,141
665,806,KH,VJ,3,3,141
665,852,KH,AR,3,3,141
665,951,KH,AB,3,3,141
755,786,OD,FA,3,3,141
755,806,OD,VJ,3,3,141
755,852,OD,AR,3,3,141
755,951,OD,AB,3,3,141
793,806,FA,VJ,3,3,141
793,852,FA,AR,3,3,141
793,951,FA,AB,3,3,141
808,852,VJ,AR,3,3,141
808,951,VJ,AB,3,3,141
860,951,AR,AB,3,3,141
725,818,AB,AR,3,3,142
725,885,AB,FA,3,3,142
825,885,AR,FA,3,3,142
893,923,FA,OD,3,3,144
893,1015,FA,KH,3,3,144
893,1032,FA,HGL,3,3,144
925,1015,OD,KH,3,3,144
925,1032,OD,HGL,3,3,144
1019,1032,KH,HGL,3,3,144
704,718,HGL,KH,3,3,145
704,813,HGL,OD,3,3,145
704,846,HGL,FA,3,3,145
725,813,KH,OD,3,3,145
725,846,KH,FA,3,3,145
815,846,OD,FA,3,3,145
853,912,FA,AR,3,3,147
853,1011,FA,AB,3,3,147
920,1011,AR,AB,3,3,147
785,878,AB,AR,3,3,148
785,945,AB,FA,3,3,148
785,983,AB,OD,3,3,148
785,1075,AB,KH,3,3,148
885,945,AR,FA,3,3,148
885,983,AR,OD,3,3,148
885,1075,AR,KH,3,3,148
953,983,FA,OD,3,3,148
953,1075,FA,KH,3,3,148
985,1075,OD,KH,3,3,148
785,873,KH,OD,3,3,149
785,906,KH,FA,3,3,149
785,972,KH,AR,3,3,149
785,1071,KH,AB,3,3,149
875,906,OD,FA,3,3,149
875,972,OD,AR,3,3,149
875,1071,OD,AB,3,3,149
913,972,FA,AR,3,3,149
913,1071,FA,AB,3,3,149
980,1071,AR,AB,3,3,149
845,938,AB,AR,3,3,150
845,1005,AB,FA,3,3,150
945,1005,AR,FA,3,3,150
1013,1043,FA,OD,3,3,152
1013,1135,FA,KH,3,3,152
1013,1152,FA,HGL,3,3,152
1045,1135,OD,KH,3,3,152
1045,1152,OD,HGL,3,3,152
1139,1152,KH,HGL,3,3,152
824,838,HGL,KH,3,3,153
824,933,HGL,OD,3,3,153
824,966,HGL,FA,3,3,153
845,933,KH,OD,3,3,153
845,966,KH,FA,3,3,153
935,966,OD,FA,3,3,153
973,1032,FA,AR,3,3,155
973,1131,FA,AB,3,3,155
1040,1131,AR,AB,3,3,155
905,998,AB,AR,3,3,156
905,1065,AB,FA,3,3,156
905,1103,AB,OD,3,3,156
905,1195,AB,KH,3,3,156
1005,1065,AR,FA,3,3,156
1005,1103,AR,OD,3,3,156
1005,1195,AR,KH,3,3,156
1073,1103,FA,OD,3,3,156
1073,1195,FA,KH,3,3,156
1105,1195,OD,KH,3,3,156
905,993,KH,OD,3,3,157
905,1026,KH,FA,3,3,157
905,1092,KH,AR,3,3,157
905,1191,KH,AB,3,3,157
995,1026,OD,FA,3,3,157
995,1092,OD,AR,3,3,157
995,1191,OD,AB,3,3,157
1033,1092,FA,AR,3,3,157
1033,1191,FA,AB,3,3,157
1100,1191,AR,AB,3,3,157
965,1058,AB,AR,3,3,160
965,1125,AB,FA,3,3,160
965,1163,AB,OD,3,3,160
965,1255,AB,KH,3,3,160
965,1265,AB,KK,3,3,160
965,1274,AB,KKn,3,3,160
1065,1125,AR,FA,3,3,160
1065,1163,AR,OD,3,3,160
1065,1255,AR,KH,3,3,160
1065,1265,AR,KK,3,3,160
1065,1274,AR,KKn,3,3,160
1133,1163,FA,OD,3,3,160
1133,1255,FA,KH,3,3,160
1133,1265,FA,KK,3,3,160
1133,1274,FA,KKn,3,3,160
1165,1255,OD,KH,3,3,160
1165,1265,OD,KK,3,3,160
1165,1274,OD,KKn,3,3,160
1259,1265,KH,KK,3,3,160
1259,1274,KH,KKn,3,3,160
1265,1274,KK,KKn,3,3,160
944,958,HGL,KH,3,3,161
944,1053,HGL,OD,3,3,161
944,1086,HGL,FA,3,3,161
965,1053,KH,OD,3,3,161
965,1086,KH,FA,3,3,161
1055,1086,OD,FA,3,3,161
1093,1152,FA,AR,3,3,163
1093,1251,FA,AB,3,3,163
1160,1251,AR,AB,3,3,163
1025,1118,AB,AR,3,3,164
1025,1185,AB,FA,3,3,164
1025,1223,AB,OD,3,3,164
1025,1315,AB,KH,3,3,164
1125,1185,AR,FA,3,3,164
1125,1223,AR,OD,3,3,164
1125,1315,AR,KH,3,3,164
1193,1223,FA,OD,3,3,164
1193,1315,FA,KH,3,3,164
1225,1315,OD,KH,3,3,164
1025,1113,KH,OD,3,3,165
1025,1146,KH,FA,3,3,165
1025,1212,KH,AR,3,3,165
1025,1311,KH,AB,3,3,165
1115,1146,OD,FA,3,3,165
1115,1212,OD,AR,3,3,165
1115,1311,OD,AB,3,3,165
1153,1212,FA,AR,3,3,165
1153,1311,FA,AB,3,3,165
1220,1311,AR,AB,3,3,165
1085,1178,AB,AR,3,3,168
1085,1245,AB,FA,3,3,168
1085,1283,AB,OD,3,3,168
1085,1375,AB,KH,3,3,168
1185,1245,AR,FA,3,3,168
1185,1283,AR,OD,3,3,168
1185,1375,AR,KH,3,3,168
1253,1283,FA,OD,3,3,168
1253,1375,FA,KH,3,3,168
1285,1375,OD,KH,3,3,168
1061,1078,HGL,KH,3,3,169
1061,1173,HGL,OD,3,3,169
1061,1206,HGL,FA,3,3,169
1085,1173,KH,OD,3,3,169
1085,1206,KH,FA,3,3,169
1175,1206,OD,FA,3,3,169
1213,1272,FA,AR,3,3,171
1213,1371,FA,AB,3,3,171
1280,1371,AR,AB,3,3,171
1145,1233,KH,OD,3,3,173
1145,1266,KH,FA,3,3,173
1145,1332,KH,AR,3,3,173
1145,1431,KH,AB,3,3,173
1235,1266,OD,FA,3,3,173
1235,1332,OD,AR,3,3,173
1235,1431,OD,AB,3,3,173
1273,1332,FA,AR,3,3,173
1273,1431,FA,AB,3,3,173
1340,1431,AR,AB,3,3,173
1205,1293,KH,OD,3,3,177
1205,1326,KH,FA,3,3,177
1205,1399,KH,AR,3,3,177
1205,56,KH,AB,3,4,177
1295,1326,OD,FA,3,3,177
1295,1399,OD,AR,3,3,177
1295,56,OD,AB,3,4,177
1340,1399,FA,AR,3,3,177
1340,56,FA,AB,3,4,177
1405,56,AR,AB,3,4,177
1265,1358,AB,AR,3,3,180
1265,1425,AB,FA,3,3,180
1265,23,AB,OD,3,4,180
1365,1425,AR,FA,3,3,180
1365,23,AR,OD,3,4,180
1433,23,FA,OD,3,4,180
1265,1353,KH,OD,3,3,181
1265,1386,KH,FA,3,3,181
1265,12,KH,AR,3,4,181
1355,1386,OD,FA,3,3,181
1355,12,OD,AR,3,4,181
1393,12,FA,AR,3,4,181
1325,1418,AB,AR,3,3,184
5,98,AB,AR,4,4,192
390,482,OD,KH,3,3,208
390,491,OD,KK,3,3,208
390,500,OD,KKn,3,3,208
485,491,KH,KK,3,3,208
485,500,KH,KKn,3,3,208
491,500,KK,KKn,3,3,208
450,542,OD,KH,3,3,212
450,551,OD,KK,3,3,212
545,551,KH,KK,3,3,212
400,404,KKn,KK,3,3,225
400,415,KKn,KH,3,3,225
400,503,KKn,OD,3,3,225
409,415,KK,KH,3,3,225
409,503,KK,OD,3,3,225
419,503,KH,OD,3,3,225
880,884,KKn,KK,3,3,257
880,895,KKn,KH,3,3,257
880,982,KKn,OD,3,3,257
889,895,KK,KH,3,3,257
889,982,KK,OD,3,3,257
899,982,KH,OD,3,3,257
940,944,KKn,KK,3,3,261
940,955,KKn,KH,3,3,261
940,1043,KKn,OD,3,3,261
949,955,KK,KH,3,3,261
949,1043,KK,OD,3,3,261
959,1043,KH,OD,3,3,261
1019,1103,KH,OD,3,3,265
382,454,OD,KH,3,3,308
382,486,OD,CPHkak,3,3,308
463,486,KH,CPHkak,3,3,308
355,410,AR,FA,3,3,312
355,439,AR,OD,3,3,312
355,514,AR,KH,3,3,312
355,546,AR,CPHkak,3,3,312
410,439,FA,OD,3,3,312
410,514,FA,KH,3,3,312
410,546,FA,CPHkak,3,3,312
442,514,OD,KH,3,3,312
442,546,OD,CPHkak,3,3,312
523,546,KH,CPHkak,3,3,312
415,470,AR,FA,3,3,316
415,499,AR,OD,3,3,316
415,574,AR,KH,3,3,316
415,606,AR,CPHkak,3,3,316
470,499,FA,OD,3,3,316
470,574,FA,KH,3,3,316
470,606,FA,CPHkak,3,3,316
502,574,OD,KH,3,3,316
502,606,OD,CPHkak,3,3,316
583,606,KH,CPHkak,3,3,316
353,377,CPHkak,KH,3,3,321
353,457,CPHkak,OD,3,3,321
353,490,CPHkak,FA,3,3,321
353,545,CPHkak,AR,3,3,321
386,457,KH,OD,3,3,321
386,490,KH,FA,3,3,321
386,545,KH,AR,3,3,321
460,490,OD,FA,3,3,321
460,545,OD,AR,3,3,321
490,545,FA,AR,3,3,321
835,890,AR,FA,3,3,344
835,919,AR,OD,3,3,344
835,994,AR,KH,3,3,344
835,1026,AR,CPHkak,3,3,344
890,919,FA,OD,3,3,344
890,994,FA,KH,3,3,344
890,1026,FA,CPHkak,3,3,344
922,994,OD,KH,3,3,344
922,1026,OD,CPHkak,3,3,344
1003,1026,KH,CPHkak,3,3,344
713,737,CPHkak,KH,3,3,345
713,817,CPHkak,OD,3,3,345
713,850,CPHkak,FA,3,3,345
713,905,CPHkak,AR,3,3,345
746,817,KH,OD,3,3,345
746,850,KH,FA,3,3,345
746,905,KH,AR,3,3,345
820,850,OD,FA,3,3,345
820,905,OD,AR,3,3,345
850,905,FA,AR,3,3,345
955,1010,AR,FA,3,3,352
955,1039,AR,OD,3,3,352
955,1114,AR,KH,3,3,352
955,1146,AR,CPHkak,3,3,352
1010,1039,FA,OD,3,3,352
1010,1114,FA,KH,3,3,352
1010,1146,FA,CPHkak,3,3,352
1042,1114,OD,KH,3,3,352
1042,1146,OD,CPHkak,3,3,352
1123,1146,KH,CPHkak,3,3,352
833,857,CPHkak,KH,3,3,353
833,937,CPHkak,OD,3,3,353
833,970,CPHkak,FA,3,3,353
833,1025,CPHkak,AR,3,3,353
866,937,KH,OD,3,3,353
866,970,KH,FA,3,3,353
866,1025,KH,AR,3,3,353
940,970,OD,FA,3,3,353
940,1025,OD,AR,3,3,353
970,1025,FA,AR,3,3,353
953,977,CPHkak,KH,3,3,361
953,1057,CPHkak,OD,3,3,361
953,1090,CPHkak,FA,3,3,361
953,1145,CPHkak,AR,3,3,361
986,1057,KH,OD,3,3,361
986,1090,KH,FA,3,3,361
986,1145,KH,AR,3,3,361
1060,1090,OD,FA,3,3,361
1060,1145,OD,AR,3,3,361
1090,1145,FA,AR,3,3,361
579,640,AR,FA,3,3,383
579,702,AR,TE,3,3,383
579,713,AR,PA,3,3,383
645,702,FA,TE,3,3,383
645,713,FA,PA,3,3,383
704,713,TE,PA,3,3,383
1026,1034,PA,TE,3,3,384
1026,1094,PA,FA,3,3,384
1026,1160,PA,AR,3,3,384
1036,1094,TE,FA,3,3,384
1036,1160,TE,AR,3,3,384
1100,1160,FA,AR,3,3,384
819,880,AR,FA,3,3,385
819,942,AR,TE,3,3,385
819,953,AR,PA,3,3,385
885,942,FA,TE,3,3,385
885,953,FA,PA,3,3,385
944,953,TE,PA,3,3,385
786,794,PA,TE,3,3,386
786,854,PA,FA,3,3,386
786,920,PA,AR,3,3,386
796,854,TE,FA,3,3,386
796,920,TE,AR,3,3,386
860,920,FA,AR,3,3,386
1139,1147,PA,TE,3,3,392
1139,1218,PA,OD,3,3,392
1139,1294,PA,KH,3,3,392
1147,1218,TE,OD,3,3,392
1147,1294,TE,KH,3,3,392
1221,1294,OD,KH,3,3,392
446,517,KH,OD,3,3,393
446,590,KH,TE,3,3,393
446,599,KH,PA,3,3,393
520,590,OD,TE,3,3,393
520,599,OD,PA,3,3,393
590,599,TE,PA,3,3,393
899,907,PA,TE,3,3,394
899,978,PA,OD,3,3,394
899,1054,PA,KH,3,3,394
907,978,TE,OD,3,3,394
907,1054,TE,KH,3,3,394
981,1054,OD,KH,3,3,394
686,757,KH,OD,3,3,395
686,830,KH,TE,3,3,395
686,839,KH,PA,3,3,395
760,830,OD,TE,3,3,395
760,839,OD,PA,3,3,395
830,839,TE,PA,3,3,395
659,667,PA,TE,3,3,396
659,738,PA,OD,3,3,396
659,814,PA,KH,3,3,396
667,738,TE,OD,3,3,396
667,814,TE,KH,3,3,396
741,814,OD,KH,3,3,396
926,997,KH,OD,3,3,397
926,1070,KH,TE,3,3,397
926,1079,KH,PA,3,3,397
1000,1070,OD,TE,3,3,397
1000,1079,OD,PA,3,3,397
1070,1079,TE,PA,3,3,397
252,348,OD,KH,4,4,400
29,53,CPHkak,KH,4,4,403
29,156,CPHkak,OD,4,4,403
29,191,CPHkak,FA,4,4,403
29,262,CPHkak,AR,4,4,403
61,156,KH,OD,4,4,403
61,191,KH,FA,4,4,403
61,262,KH,AR,4,4,403
159,191,OD,FA,4,4,403
159,262,OD,AR,4,4,403
201,262,FA,AR,4,4,403
125,152,CPHkak,KH,4,4,409
125,262,CPHkak,OD,4,4,409
125,298,CPHkak,FA,4,4,409
125,372,CPHkak,AR,4,4,409
161,262,KH,OD,4,4,409
161,298,KH,FA,4,4,409
161,372,KH,AR,4,4,409
264,298,OD,FA,4,4,409
264,372,OD,AR,4,4,409
313,372,FA,AR,4,4,409
269,293,CPHkak,KH,4,4,417
1145,1238,AB,AR,3,3,472
1145,1305,AB,FA,3,3,472
1145,1343,AB,OD,3,3,472
1145,0,AB,KH,3,4,472
1245,1305,AR,FA,3,3,472
1245,1343,AR,OD,3,3,472
1245,0,AR,KH,3,4,472
1313,1343,FA,OD,3,3,472
1313,0,FA,KH,3,4,472
1345,0,OD,KH,3,4,472
11,34,KH,CPHkak,4,4,474
71,94,KH,CPHkak,4,4,476
1205,94,AB,CPHkak,3,4,476
1205,1298,AB,AR,3,3,476
1205,1365,AB,FA,3,3,476
1205,1403,AB,OD,3,3,476
1205,60,AB,KH,3,4,476
1305,94,AR,CPHkak,3,4,476
1305,1365,AR,FA,3,3,476
1305,1403,AR,OD,3,3,476
1305,60,AR,KH,3,4,476
1373,94,FA,CPHkak,3,4,476
1373,1403,FA,OD,3,3,476
1373,60,FA,KH,3,4,476
1405,94,OD,CPHkak,3,4,476
1405,60,OD,KH,3,4,476
1289,1313,CPHkak,KH,3,3,485
1289,1414,CPHkak,OD,3,3,485
1321,1414,KH,OD,3,3,485
45,105,AR,FA,4,4,488
45,143,AR,OD,4,4,488
45,240,AR,KH,4,4,488
45,274,AR,CPHkak,4,4,488
113,143,FA,OD,4,4,488
113,240,FA,KH,4,4,488
113,274,FA,CPHkak,4,4,488
145,240,OD,KH,4,4,488
145,274,OD,CPHkak,4,4,488
251,274,KH,CPHkak,4,4,488
1385,105,AB,FA,3,4,488
1385,143,AB,OD,3,4,488
1385,240,AB,KH,3,4,488
1385,274,AB,CPHkak,3,4,488
1385,38,AB,AR,3,4,488
36,67,OD,FA,4,4,489
36,132,OD,AR,4,4,489
73,132,FA,AR,4,4,489
1349,67,CPHkak,FA,3,4,489
1349,132,CPHkak,AR,3,4,489
1349,1373,CPHkak,KH,3,3,489
1349,35,CPHkak,OD,3,4,489
1381,67,KH,FA,3,4,489
1381,132,KH,AR,3,4,489
1381,35,KH,OD,3,4,489
1409,1433,CPHkak,KH,3,3,491
1,95,KH,OD,4,4,493
291,387,OD,KH,3,3,802
309,348,KD,OD,3,3,806
309,451,KD,KH,3,3,806
309,468,KD,HGL,3,3,806
356,451,OD,KH,3,3,806
356,468,OD,HGL,3,3,806
455,468,KH,HGL,3,3,806
327,408,ES,OD,3,3,810
327,511,ES,KH,3,3,810
327,528,ES,HGL,3,3,810
416,511,OD,KH,3,3,810
416,528,OD,HGL,3,3,810
515,528,KH,HGL,3,3,810
387,468,ES,OD,3,3,814
387,571,ES,KH,3,3,814
387,588,ES,HGL,3,3,814
476,571,OD,KH,3,3,814
476,588,OD,HGL,3,3,814
575,588,KH,HGL,3,3,814
373,459,OD,ES,3,3,815
447,528,ES,OD,3,3,818
447,631,ES,KH,3,3,818
447,648,ES,HGL,3,3,818
536,631,OD,KH,3,3,818
536,648,OD,HGL,3,3,818
635,648,KH,HGL,3,3,818
311,325,HGL,KH,3,3,819
311,424,HGL,OD,3,3,819
311,512,HGL,ES,3,3,819
329,424,KH,OD,3,3,819
329,512,KH,ES,3,3,819
433,512,OD,ES,3,3,819
507,588,ES,OD,3,3,822
507,691,ES,KH,3,3,822
507,708,ES,HGL,3,3,822
596,691,OD,KH,3,3,822
596,708,OD,HGL,3,3,822
695,708,KH,HGL,3,3,822
371,385,HGL,KH,3,3,823
371,484,HGL,OD,3,3,823
371,572,HGL,ES,3,3,823
389,484,KH,OD,3,3,823
389,572,KH,ES,3,3,823
493,572,OD,ES,3,3,823
567,648,ES,OD,3,3,826
567,751,ES,KH,3,3,826
567,768,ES,HGL,3,3,826
656,751,OD,KH,3,3,826
656,768,OD,HGL,3,3,826
755,768,KH,HGL,3,3,826
449,544,KH,OD,3,3,827
449,632,KH,ES,3,3,827
553,632,OD,ES,3,3,827
627,708,ES,OD,3,3,830
627,811,ES,KH,3,3,830
627,828,ES,HGL,3,3,830
716,811,OD,KH,3,3,830
716,828,OD,HGL,3,3,830
815,828,KH,HGL,3,3,830
509,604,KH,OD,3,3,831
509,692,KH,ES,3,3,831
613,692,OD,ES,3,3,831
687,768,ES,OD,3,3,834
687,871,ES,KH,3,3,834
687,888,ES,HGL,3,3,834
776,871,OD,KH,3,3,834
776,888,OD,HGL,3,3,834
875,888,KH,HGL,3,3,834
551,565,HGL,KH,3,3,835
551,664,HGL,OD,3,3,835
551,752,HGL,ES,3,3,835
569,664,KH,OD,3,3,835
569,752,KH,ES,3,3,835
673,752,OD,ES,3,3,835
747,828,ES,OD,3,3,838
747,931,ES,KH,3,3,838
836,931,OD,KH,3,3,838
611,625,HGL,KH,3,3,839
611,724,HGL,OD,3,3,839
611,812,HGL,ES,3,3,839
629,724,KH,OD,3,3,839
629,812,KH,ES,3,3,839
733,812,OD,ES,3,3,839
807,888,ES,OD,3,3,842
807,991,ES,KH,3,3,842
896,991,OD,KH,3,3,842
689,784,KH,OD,3,3,843
689,872,KH,ES,3,3,843
793,872,OD,ES,3,3,843
867,948,ES,OD,3,3,846
867,1051,ES,KH,3,3,846
956,1051,OD,KH,3,3,846
731,745,HGL,KH,3,3,847
731,844,HGL,OD,3,3,847
731,932,HGL,ES,3,3,847
749,844,KH,OD,3,3,847
749,932,KH,ES,3,3,847
853,932,OD,ES,3,3,847
927,1008,ES,OD,3,3,850
927,1111,ES,KH,3,3,850
927,1128,ES,HGL,3,3,850
1016,1111,OD,KH,3,3,850
1016,1128,OD,HGL,3,3,850
1115,1128,KH,HGL,3,3,850
791,805,HGL,KH,3,3,851
791,904,HGL,OD,3,3,851
791,992,HGL,ES,3,3,851
809,904,KH,OD,3,3,851
809,992,KH,ES,3,3,851
913,992,OD,ES,3,3,851
987,1068,ES,OD,3,3,854
987,1171,ES,KH,3,3,854
987,1188,ES,HGL,3,3,854
1076,1171,OD,KH,3,3,854
1076,1188,OD,HGL,3,3,854
1175,1188,KH,HGL,3,3,854
851,865,HGL,KH,3,3,855
851,964,HGL,OD,3,3,855
851,1052,HGL,ES,3,3,855
869,964,KH,OD,3,3,855
869,1052,KH,ES,3,3,855
973,1052,OD,ES,3,3,855
1047,1128,ES,OD,3,3,858
1047,1231,ES,KH,3,3,858
1047,1248,ES,HGL,3,3,858
1136,1231,OD,KH,3,3,858
1136,1248,OD,HGL,3,3,858
1235,1248,KH,HGL,3,3,858
911,925,HGL,KH,3,3,859
911,1024,HGL,OD,3,3,859
911,1112,HGL,ES,3,3,859
929,1024,KH,OD,3,3,859
929,1112,KH,ES,3,3,859
1033,1112,OD,ES,3,3,859
1107,1188,ES,OD,3,3,862
1107,1291,ES,KH,3,3,862
1107,1308,ES,HGL,3,3,862
1196,1291,OD,KH,3,3,862
1196,1308,OD,HGL,3,3,862
1295,1308,KH,HGL,3,3,862
971,985,HGL,KH,3,3,863
971,1084,HGL,OD,3,3,863
971,1172,HGL,ES,3,3,863
989,1084,KH,OD,3,3,863
989,1172,KH,ES,3,3,863
1093,1172,OD,ES,3,3,863
1167,1248,ES,OD,3,3,866
1167,1351,ES,KH,3,3,866
1167,1368,ES,HGL,3,3,866
1256,1351,OD,KH,3,3,866
1256,1368,OD,HGL,3,3,866
1355,1368,KH,HGL,3,3,866
1049,1144,KH,OD,3,3,867
1049,1232,KH,ES,3,3,867
1153,1232,OD,ES,3,3,867
1227,1308,ES,OD,3,3,870
1109,1204,KH,OD,3,3,871
1109,1292,KH,ES,3,3,871
1213,1292,OD,ES,3,3,871
1151,1165,HGL,KH,3,3,875
1151,1264,HGL,OD,3,3,875
1151,1352,HGL,ES,3,3,875
1169,1264,KH,OD,3,3,875
1169,1352,KH,ES,3,3,875
1273,1352,OD,ES,3,3,875
1211,1225,HGL,KH,3,3,879
1211,1324,HGL,OD,3,3,879
1229,1324,KH,OD,3,3,879
1271,1285,HGL,KH,3,3,883
1271,1384,HGL,OD,3,3,883
1289,1384,KH,OD,3,3,883
275,308,SDB,TE,4,4,910
275,367,SDB,FA,4,4,910
310,367,TE,FA,4,4,910
443,449,KH,KK,3,3,1206
443,458,KH,KKn,3,3,1206
449,458,KK,KKn,3,3,1206
503,509,KH,KK,3,3,1210
503,518,KH,KKn,3,3,1210
509,518,KK,KKn,3,3,1210
563,569,KH,KK,3,3,1214
623,629,KH,KK,3,3,1218
683,689,KH,KK,3,3,1222
382,386,KKn,KK,3,3,1223
382,397,KKn,KH,3,3,1223
391,397,KK,KH,3,3,1223
743,749,KH,KK,3,3,1226
442,446,KKn,KK,3,3,1227
442,457,KKn,KH,3,3,1227
451,457,KK,KH,3,3,1227
803,809,KH,KK,3,3,1230
511,517,KK,KH,3,3,1231
863,869,KH,KK,3,3,1234
571,577,KK,KH,3,3,1235
923,929,KH,KK,3,3,1238
631,637,KK,KH,3,3,1239
983,989,KH,KK,3,3,1242
691,697,KK,KH,3,3,1243
1043,1049,KH,KK,3,3,1246
751,757,KK,KH,3,3,1247
1103,1109,KH,KK,3,3,1250
802,806,KKn,KK,3,3,1251
802,817,KKn,KH,3,3,1251
811,817,KK,KH,3,3,1251
1163,1169,KH,KK,3,3,1254
862,866,KKn,KK,3,3,1255
862,877,KKn,KH,3,3,1255
871,877,KK,KH,3,3,1255
1223,1229,KH,KK,3,3,1258
1223,1238,KH,KKn,3,3,1258
1229,1238,KK,KKn,3,3,1258
922,926,KKn,KK,3,3,1259
922,937,KKn,KH,3,3,1259
931,937,KK,KH,3,3,1259
1283,1289,KH,KK,3,3,1262
991,997,KK,KH,3,3,1263
1340,1346,KH,KK,3,3,1266
1051,1057,KK,KH,3,3,1267
1111,1117,KK,KH,3,3,1271
1171,1177,KK,KH,3,3,1275
1231,1237,KK,KH,3,3,1279
1282,1286,KKn,KK,3,3,1283
1282,1297,KKn,KH,3,3,1283
1291,1297,KK,KH,3,3,1283
1351,1357,KK,KH,3,3,1287
1411,1417,KK,KH,3,3,1291
1313,1324,HGL,KH,3,3,2285
101,107,KH,KK,4,4,2378
1184,1197,KH,HGL,3,3,2456
1244,1250,KH,KK,3,3,2460
1244,1259,KH,KKn,3,3,2460
1250,1259,KK,KKn,3,3,2460
1304,1317,KH,HGL,3,3,2464
1364,1377,KH,HGL,3,3,2468
38,54,KH,HGL,4,4,2476
1261,1265,KKn,KK,3,3,2483
1261,1276,KKn,KH,3,3,2483
1270,1276,KK,KH,3,3,2483
1325,1336,HGL,KH,3,3,2487
1376,1387,HGL,KH,3,3,2491
1436,7,HGL,KH,3,4,2495
410,423,KH,HGL,3,3,2502
470,476,KH,KK,3,3,2506
530,536,KH,KK,3,3,2510
590,596,KH,KK,3,3,2514
650,656,KH,KK,3,3,2518
650,665,KH,KKn,3,3,2518
656,665,KK,KKn,3,3,2518
334,340,KK,KH,3,3,2519
710,716,KH,KK,3,3,2522
